State,FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
Washington,1000372,Tacoma Farmers Markets - 6th Avenue,http://www.tacomafarmersmarket.com,https://www.facebook.com/TacomaFarmersMarket,https://twitter.com/TacomasMarkets,,,6th & Pine Street,Tacoma,Pierce,98406,May to September,Tue:3:00 pm - 7:00 pm;,,,,,,,-122.103,47.0233,Closed-off public street,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,2/22/2012 15:39
Washington,1000374,Tacoma Farmers Markets - South Tacoma,http://www.tacomafarmersmarket.com,https://www.facebook.com/TacomaFarmersMarket,https://twitter.com/TacomasMarkets,,,Broadway between 9th & 11th Streets,Tacoma,Pierce,98402,May to October,Thu:10:30 am - 4:00 pm;,,,,,,,-122.441,47.2547,Closed-off public street,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,2/22/2012 15:39
Washington,1019384,Tenino Farmers Market,http://Teninofarmersmarket.org,https://www.facebook.com/TeninoFarmersMarket,,,,213 Sussex Ave W,Tenino,Thurston,98589,05/04/2019 to 09/28/2019,Sat: 10:00 AM-3:00 PM;,,,,,,,-122.86037,46.853828,,Y,Y,Y,Y,Y,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,2/6/2019 19:39
Washington,1002645,The NW Regional Food Hub / ShopTheNorthwest.com,http://www.ShopTheNorthwest.com,,,,,603 Goethals,Richland,Benton,99352,January to December,Wed:9:00 AM - 5:00 PM;Thu:9:00 AM - 5:00 PM;Fri:9:00 AM - 5:00 PM;Sat:9:00 AM - 5:00 PM;sun:2:00 PM - 4:00 PM;,,,,,,,-119.2807,46.27412,Co-located with wholesale market facility,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,4/30/2012 12:18
Washington,1009385,Tonasket Farmers Market ,http://www.tonasketfarmersmarket.com/,,,,,U.S. 97 & N Western Ave,Tonasket,Okanogan,98855,,,,,,,,,-119.436,48.710602,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
Washington,1003600,Tumwater Town Center Farmers Market,http://www.tumwaterfarmersmarket.org,https://www.facebook.com/pages/Tumwater-Town-Center-Farmers-Market/147342618615328,,,,Israel Rd & Capitol Blvd,Tumwater,Thurston,98512,05/04/2016 to 09/28/2016,Wed: 10:00 AM-2:00 PM;,,,,,,,-122.90778,46.985165,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,Y,N,6/27/2016 22:27
Washington,1004170,University District Farmers Market,http://www.seattlefarmersmarkets.org,https://www.facebook.com/UniversityDistrictFarmersMarket,https://twitter.com/seattlefarmmkts,,,University Way NE and NE 50th,Seattle,King,98105,01/02/2016 to 12/31/2016,Sat: 9:00 AM-2:00 PM;,,,,,,,-122.31303,47.665627,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,N,N,Y,7/12/2016 18:52
Washington,1001274,Urban Growers Market,http://www.urban-growers-market.com,https://www.facebook.com/pages/The-Urban-Growers-Market/142574475792429,,,,2315 Main st.,Vancouver,Clark,98660,06/14/2013 to 09/27/2013,Fri: 4:00 PM-8:00 PM;,,,,,,,-122.6714,45.6385,Private business parking lot,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/10/2013 14:33
Washington,1003260,Vancouver Farmers Market,http://www.vancouverfarmersmarket.com,https://www.facebook.com/vancouverfarmersmarket,,,,605 S Esther St,Vancouver,Clark,98660,03/15/2014 to 10/26/2014,Sat: 9:00 AM-3:00 PM;Sun: 10:00 AM-3:00 PM;,,,,,,,-122.67605,45.62608,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,3/20/2014 19:15
Washington,1012325,Vashon Farmers Market - Saturday,http://www.vigavashon.org,www.facebook.com/vashonfarmersmarket,,,,17519 Vashon Highway SW,Vashon,King,98070,04/02/2016 to 12/10/2016,Sat: 10:00 AM-2:00 PM;,,,,,,,-122.46075,47.447834,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,7/7/2016 16:18
Washington,1012329,Vashon Farmers Market - Wednesday,http://vigavashon.org/farmers-market/,www.facebook.com/vashonfarmersmarket,,,,17519 Vashon Highway SW,Vashon,King,98070,06/01/2016 to 09/07/2016,Wed: 3:00 PM-6:00 PM;,,,,,,,-122.46066,47.447823,,Y,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/7/2016 16:22
Washington,1011335,Wallingford Farmers Market,http://sfmamarkets.com,Wallingford Farmers Market,WallingfordFMKT,,Seattle_Farmers_Markets   Instagram,4850 Meridian Ave N,Seattle,King,98103,05/27/2015 to 09/30/2015,Wed: 3:30 PM-7:00 PM;,,,,,,,-122.33318,47.663876,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,7/10/2015 17:06
Washington,1018552,Waterfront Farmers Market of Gig Harbor,http://www.waterfrontfarmersmarket.org,www.facebook.com/waterfrontfarmersmarketgigharbor/,@WaterfrontMktGH,,Instagram: @waterfrontfarmersmarket,3211 Harborview Drive,Gig Harbor ,Pierce,98335,06/06/2019 to 08/29/2019,Thu: 1:00 PM-7:00 PM;,,,,,,,-122.58104,47.331497,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,N,12/21/2018 16:07
Washington,1003474,Wenatchee Valley Farmers Market,http://www.wenatcheefarmersmarket.com,https://www.facebook.com/pages/Wenatchee-Valley-Farmers-Market/111910065486646?bookmark_t=page,,,,7 North Worthen St,Wenatchee,Chelan,98801,05/09/2015 to 12/19/2015,Wed: 3:00 PM-7:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,-120.30786,47.424965,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,6/28/2016 13:58
Washington,1005875,West Olympia Farmers' Market,http://www.wolyfarmersmarket.org,https://www.facebook.com/wolyfarmersmarket,@wolyfarm,,,1919 Harrison Avenue NW,Olympia,Thurston,98502,05/10/2016 to 10/15/2016,Tue: 4:00 PM-7:00 PM;Sat: 11:00 AM-2:00 PM;,,,,,,,-122.92549,47.045887,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,6/30/2016 15:16
Washington,1004171,West Seattle Farmers Market,http://www.seattlefarmersmarkets.org,https://www.facebook.com/WestSeattleFarmersMarket,https://twitter.com/seattlefarmmkts,,,California Ave SW & SW Alaska,Seattle,King,98116,01/03/2016 to 12/18/2016,Sun: 10:00 AM-2:00 PM;,,,,,,,-122.38678,47.561367,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,7/12/2016 18:51
Washington,1010135,White Salmon Farmers' Market,,https://www.facebook.com/pages/White-Salmon-Farmers-Market/181714565219379,,,,Corner of Estes and Jewett,White Salmon ,Klickitat,98672,07/01/2014 to 09/30/2014,Tue: 4:00 PM-7:00 PM;,,,,,,,-121.48402,45.727154,Private business parking lot,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,5/13/2014 13:01
Washington,1010884,Whitehorse Farmers Market,,https://www.facebook.com/pages/Whitehorse-Farmers-Market/531397356991670?ref=ts&fref=ts,,,,1180 Cascade Street,Darrington,Snohomish,98241,04/15/2015 to 10/31/2015,Fri: 9:30 AM-4:30 PM;Sat: 9:30 AM-4:30 PM;Sun: 9:30 AM-4:30 PM;,,,,,,,-121.60796,48.254524,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,3/5/2015 14:22
Washington,1012014,Winlock Saturday Market - Featuring Local Farmers & Artisans from our community.,https://www.facebook.com/Winlock-Saturday-Market-Featuring-Local-Farmers-Artisans-280867232253864/?fref=ts,https://www.facebook.com/Winlock-Saturday-Market-Featuring-Local-Farmers-Artisans-280867232253864/?fref=ts,,,,Corner of SR 603 & SR 505,Winlock ,Lewis,98596,,Sat: 10:00 AM-3:00 PM;,,,,,,,-122.9379,46.492283,,Y,N,N,N,N,-,N,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,6/21/2016 0:28
Washington,1002872,Woodinville Farmers Market,http://www.WoodinvilleFarmersMarket.com,https://www.facebook.com/WoodinvilleFarmersMarket,https://twitter.com/WFMManager,,,17301 133rd Ave NE,Woodinville,King,98072,05/03/2014 to 09/27/2014,Sat: 10:00 AM-4:00 PM;,,,,,,,-122.1615,47.752979,Closed-off public street,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,4/2/2014 14:30
Washington,1018555,Yelm farmers market,http://Www.yelmfarmersmarket.com,Yelmfarmersmarket,,,,17835 WA-507,Yelm ,Thurston,98597,05/28/2017 to 10/29/2017,Sun: 10:00 AM-3:00 PM;,,,,,,,-122.55989,46.932037,,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,7/5/2017 17:46
Massachusetts,1006988,Abington,http://www.abingtonsage.com,,,,,362 Plymouth Street,Abington,Plymouth,2351,07/13/2013 to 09/21/2013,Sat: 9:00 AM-12:00 PM;,,,,,,,-70.936897,42.118999,Local government building grounds,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,3/14/2014 10:44
Massachusetts,1003469,Acton-Boxborough Farmers Market,http://www.ABFarmersMarket.org,,,,,1 Pearl St,Acton,Middlesex,1720,"June 19, 2012 to October 21, 2012",sun:10:00 AM - 1:00 PM;,,,,,,,-71.474152,42.475182,Closed-off public street,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,5/24/2012 13:08
Massachusetts,1018003,Acushnet Farmers Market,http://www.acushnetfarmersmarket.com,www.facebook.com/pages/Acushnet-Farmers-Market,,,http://instagram.com/Acushnetfarmersmarket,186 Leonard Street,Acushnet,Bristol,2743,06/03/2017 to 09/30/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-70.900856,41.720051,,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,5/18/2017 19:04
Massachusetts,1010354,Adams Farmers' & Artisans' Market,,https://www.facebook.com/Adams.Farmers.Market,,,,Adams Visitors Center  3 Hoosac St,Adams,Berkshire,1220,07/13/2014 to 09/14/2014,Sun: 11:00 AM-2:00 PM;,,,,,,,-73.118004,42.624493,Private business parking lot,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,7/8/2014 11:11
Massachusetts,1002683,Allston Farmers' Market,http://www.dining.harvard.edu/flp/ag_market.html,,,,,175 North Harvard Street,Allston,Middlesex,2134,06/01/2012 to 10/31/2012,,,,,,,,-71.129898,42.3629,Educational institution,N,Y,N,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/8/2014 9:09
Massachusetts,1005134,Allston Village Farmers Market,http://www.allstonbrightoncdc.org/,https://www.facebook.com/AllstonVillageFarmersMarket,https://twitter.com/AVFarmersMarket,,,500 Cambridge St.,Boston,Suffolk,2134,05/18/2013 to 10/26/2013,Sat: 11:00 AM-3:00 PM;,,,,,,,-71.13784,42.353382,Educational institution,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/13/2013 7:48
Massachusetts,1000284,Amherst Farmers' Market,http://www.AmherstFarmersMarket.com,https://www.facebook.com/pages/Amherst-Farmers-Market/112695142075630,,,,Spring Street Parking Lot,Amherst Center,Hampshire,1002,04/18/2015 to 11/21/2015,Sat: 8:00 AM-1:30 PM;,,,,,,,-72.519424,42.374859,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,7/22/2015 13:44
Massachusetts,1006748,Amherst Wednesday Market at Kendrick Park,http://www.kendrickparkmarket.com,https://www.facebook.com/pages/Wednesday-Market-at-Kendrick-Park/210000299034343,,,,Kendrick Park Intersection of North and East Pleasant st.,Amherst,Hampshire,1004,05/07/2014 to 10/15/2014,Wed: 2:00 PM-6:00 PM;,,,,,,,-72.519775,42.379974,Local government building grounds,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,5/19/2014 21:58
Massachusetts,1009833,Amherst Winter Farmers' Market,http://www.amherstwintermarket.com,https://www.facebook.com/pages/Amherst-Winter-Farmers-Market/107328206002708,,,,170 Chestnut Street,Amherst,Hampshire,1002,12/06/2014 to 03/28/2015,Sat: 10:00 AM-2:00 PM;,,,,,,,-72.511108,42.384865,,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,6/29/2016 16:17
Massachusetts,1019735,Andover Farmers Market,,,,,,41 Central Street,Andover,Essex,1810,06/20/2020 to 10/17/2020,Sat: 10:00 AM-2:00 PM;,,,,,,,-71.142754,42.653633,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,1/17/2020 15:03
Massachusetts,1009968,Arlington Farmers Market,http://farmersmarketarlington.org,,,,,"Russell Commons Parking Lot, Winslow St. at Mystic St","Arlington, Ma. ",Middlesex,2474,06/11/2014 to 10/29/2014,Wed: 2:00 PM-6:30 PM;,,,,,,,-71.164742,42.427738,Local government building grounds,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,4/18/2014 7:04
Massachusetts,1016829,Ashburnham Farmers' Market,http://Www.AshburnhamFarmersMarket.com,Ashburnham Farmers' Market,,,,1 Gardner Road,Ashburnham,Worcester,1430,06/01/2017 to 10/26/2017,Thu: 4:00 PM-7:00 PM;,,,,,,,-71.940857,42.608269,,Y,N,N,N,N,-,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2/9/2017 18:31
Massachusetts,1007600,Ashby Farmers Market,,,,,,"Town Common, Main Street, Rte 119",Ashby,Middlesex,1431,,,,,,,,,-71.820801,42.677799,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Massachusetts,1000887,Ashfield Farmers Market,http://www.ashfieldfarmersmarket.com,,,,,Ashfield Town Common,Ashfield,Franklin,1330,,,,,,,,,-72.790321,42.525745,,N,Y,N,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/26/2012 20:53
Massachusetts,1009810,Ashland Farmers Market,http://www.ashlandfarmersmarket.org/,https://www.facebook.com/AshlandMAFarmersMarket,,,,125 Front St,Ashland,Middlesex,1721,06/11/2016 to 10/08/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-71.46154,42.260029,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,6/27/2016 14:47
Massachusetts,1018712,Ashmont Farmers Market,,facebook.com/AshmontFarmMkt,twitter.com/AshmontFarmMkt,,instagram.com/greaterashmont/,"Peabody Square, 1900 Dorchester Ave.",Dorchester,Suffolk,2124,06/23/2017 to 10/13/2017,Fri: 3:00 PM-7:00 PM;,,,,,,,-71.064171,42.285469,,Y,Y,N,Y,Y,-,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,Y,N,N,N,7/19/2017 13:00
Massachusetts,1000750,Athol Farmers Market,http://www.townofathol.org,,,,,Athol Uptown Common,Athol,Worcester,1331,June to October,Sat:9:00 AM - 12:00 PM;,,,,,,,-72.215836,42.589283,Other,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/9/2012 21:33
Massachusetts,1018330,"Attleboro Farmers Market, inc",http://www.attleborofarmersmarket.com,AttleboroFarmersMarket@AttFrmMkt,,,,201 County Street,Attleboro ,Bristol,2703,06/15/2019 to 10/19/2019,Sat: 9:00 AM-1:00 PM;,,,,,,,-71.299232,41.937561,,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,2/24/2019 14:06
Massachusetts,1006712,Auburn Farmers Market,,,,,,"369 Southbridge St, Auburn Library Parking Lot, Rte 12",Auburn,Worcester,1501,,,,,,,,,-71.8358,42.2047,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Massachusetts,1007435,Ayer Farmers Market,,,,,,"70 Main Street, MBTA Parking lot",Ayer,Middlesex,1432,,,,,,,,,-71.589401,42.560001,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
Massachusetts,1002354,Barre Farmer's Market,http://barrefarmersmarket.org,https://www.facebook.com/BarreFarmersMarket,,,,,Barre,Worcester,1005,10/25/2014 to ,Sat: 9:00 AM-12:30 PM;,,,,,,,-72.105141,42.42181,Other,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,5/19/2014 10:46
Massachusetts,1004987,Bass River Farmers Market,http://www.BassRiverFarmersMarket.org,https://www.facebook.com/bassriverfarmersmarket,,,,311 Old Main Street,South Yarmouth,Barnstable,2664,05/23/2013 to 09/26/2013,Thu: 9:00 AM-1:30 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-70.185364,41.665833,Other,Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/19/2013 10:17
Massachusetts,1012635,Belchertown Farmers Market,http://belchertownfarmersmarket.weebly.com/,https://www.facebook.com/Belchertown-Farmers-Market-112245358807378/,https://twitter.com/marketbtown,,http://imgleak.com/user/belchertownfarmersmarket/2085736663,On The Common,Belchertown,Hampden,1007,06/19/2016 to 10/09/2016,Sun: 10:00 AM-2:00 PM;,,,,,,,-72.401382,42.277866,,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,7/15/2016 8:57
Massachusetts,1001640,Belmont Farmers' Market,http://www.belmontfarmersmarket.org,https://www.facebook.com/BelmontFarmersMarket,https://twitter.com/BelmontFarmersMkt,,,Cross Street & Channing Road,Belmont,Middlesex,2478,06/09/2016 to 09/01/2016,Thu: 2:00 PM-6:30 PM;,09/08/2016 to 10/27/2016,Thu: 2:00 PM-6:00 PM;,,,,,-71.173805,42.396576,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,6/27/2016 13:01
Massachusetts,1004320,Berkshire Area Farmers Market,,,,,,Mall Road,Lanesboro,Berkshire,,May to November,Wed:8:00 AM - 2:00 PM;Sat:8:00 AM - 2:00 PM;,,,,,,,-73.207001,42.490002,Other,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,8/14/2012 14:51
Massachusetts,1005773,Berkshire Grown Winter Farmers' Market Great Barrington,http://berkshiregrown.org/programs/winter-farmers-markets/,https://www.facebook.com/BerkshireGrown,,,,313 Monument Valley Road,Great Barrington,Berkshire,1230,11/19/2016 to 02/18/2017,Sat: 10:00 AM-2:00 PM;,,,,,,,-73.328857,42.244141,,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,3/28/2016 13:46
Massachusetts,1011835,Berkshire Grown Winter Farmers' Market- Williamstown,http://berkshiregrown.org/programs/winter-farmers-markets/,https://www.facebook.com/BerkshireGrown,,,,Williams College Field House- Latham Street,Williamstown,Berkshire,1267,11/20/2016 to 12/18/2016,Sun: 10:00 AM-2:00 PM;,,,,,,,-73.203545,42.708839,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,3/28/2016 13:45
Massachusetts,1001622,"Berkshire Harmony Downtown Pittsfield Farmers Markets, Music, and Creative Arts Fair",http://www.berkshireharmony.com,,,,,"Foote Farm, 51 Holmes Road",Pittsfield,Berkshire,1201,May to October,Tue:2:00 PM - 6:00 PM;Thu:2:00 PM - 8:00 PM;Sat:9:00 AM - 1:00 PM;,,,,,,,-73.253487,42.448215,Other,N,Y,N,Y,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/24/2012 14:52
Massachusetts,1001424,Bernardston Farmers' Market,,https://www.facebook.com/pages/Bernardston-Farmers-Market-Sat-10-1/250630118284345,,,,58 Church St.,Bernardston,Franklin,1337,05/31/2014 to ,Sat: 10:00 AM-1:00 PM;,,,,,,,-72.54895,42.671001,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,4/24/2014 9:18
Massachusetts,1018779,Beverly Farmers Market,https://www.beverlyfarmersmarket.org/,https://www.facebook.com/beverlyfarmersmarket,https://twitter.com/BevFarmersMkt,,https://www.instagram.com/beverlyfarmersmarket/,"Veterans Memorial Park, Rantoul St. and Railroad Ave.",Beverly,Essex,1915,06/12/2017 to 10/02/2017,Mon: 3:00 PM-7:00 PM;,,,,,,,-70.884834,42.546955,,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,Y,Y,N,8/4/2017 12:04
Massachusetts,1019591,Billerica Farmers Market,http://billericafarmersmarket.org,Billerica Farmers Market,,,,25 Concord Road,Billerica,Middlesex,1821,06/24/2019 to 10/07/2019,Mon: 3:00 PM-7:00 PM;,,,,,,,-71.269997,42.557648,,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,6/20/2019 18:40
Massachusetts,1012660,Black Seed Farmers Market,http://www.blackseedfarmersmarket.com,www.facebook.com/blackseedfarmersmarket,,,,248 East Mountain St.,Worcester,Worcester,1606,,Sun: 10:00 AM-2:00 PM;,,,,,,,-71.773888,42.315422,,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,7/15/2016 15:22
Massachusetts,1006967,Boston Medical Center,,,,,,840 Harrison Ave.,Boston,Suffolk,2118,,,,,,,,,-71.074699,42.335201,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
Massachusetts,1018794,Boston Public Market,http://bostonpublicmarket.org,https://www.facebook.com/BostonPublicMarket/,https://twitter.com/BosPublicMarket,,https://www.instagram.com/bostonpublicmarket/,100 Hanover Street,Boston,Suffolk,2108,01/01/2017 to 12/31/2017,Mon: 8:00 AM-8:00 PM;Tue: 8:00 AM-8:00 PM;Wed: 8:00 AM-8:00 PM;Thu: 8:00 AM-8:00 PM;Fri: 8:00 AM-8:00 PM;Sat: 8:00 AM-8:00 PM;Sun: 10:00 AM-8:00 PM;,,,,,,,-71.057373,42.362263,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,8/7/2017 19:38
Massachusetts,1012593,Boston University Farmers Market,http://www.bu.edu/dining/about-us/sustainability/farmers-market/,,,,,775 Commonwealth Ave,Boston,Suffolk,2215,09/08/2016 to 10/27/2016,Thu: 11:00 AM-3:00 PM;,,,,,,,-71.108467,42.350597,,Y,N,N,N,N,N,Y,N,Y,N,N,N,Y,Y,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,7/14/2016 14:15
